Агроном,1,8 лет 1 месяц,"Проверка качества сбора огурца,
Работа с первоначальной документацией,"
Зоотехник селекционер,548,1 год,"Отбор свиней для собственного сам ремонта и реализации на другие свинокомплексы, маркировка свиней( нанесение татуировки и установка бирки с номером) , выбраковка свиней не подходящих для воспроизводства, тестирование племенного поголовья(свиней). Ведение документации. "
Начальник участка племенного и откормочного поголовья,548,3 года 4 месяца,"Контроль за выращиванием племенных и откормочных свиней породы ландрас, йоркшир, крупная белая, генетика pic. Порода дюрок генетика  Genesus. Ведение документации по движению поголовья, комбикорма на участке. Контроль за нормами и периодами кормления по маркам комбикорма. Контроль за реализацией племенного и откормочного поголовья. Контроль за соблюдением ветеринарных мероприятий. Контроль за соблюдением норм биобезопастности. Составление графиков поставки комбикорма, работы персонала, перемещения поголовья с доращивания, реализации товарного поголовья. Контроль за соблюдением распорядка рабочего дня. Контроль за выполнением производственных показателей. Ведение отчёта за неделю, месяц, квартал, полугодие, год. "
Главный агроном,549,6 лет 9 месяцев,"Обеспечение технологичекого процесса выращивания с/х культур , управление агрослужбой , составление рабочих планов по периодам работ и ежедневных , организация агрохимического обследования  почв хозяйства и листовой диагностики  и расчет потребности в мин.удообрениях, расчет потребности в пестицидах . Минимализация затрат  за счет рационального использовния ресурсов . Взаимодействие с гос.органами связанными с сельхозпроизводством."
Агроном овощевод,549,8 месяцев,Выращивание овощей открытого грунта по индустриальной технологии на поверхностном и капельном поливе.
Зам.директора по производству,549,2 года 9 месяцев,Руководство учебным хозяйством.
Главный агроном,549,1 год 11 месяцев,Организация отрасли растениеводства в учебном хозяйстве
Агроном полевой бригады,549,1 год 2 месяца,"Контроль технологии выращивания озимой пшеницы, подсолнечника ,кукурузы , многолетних трав, сах. свеклы, ячменя.Организация и контроль качества уборки зерновых и пропашных с\х культур."
Управляющий теплично- парникового комплекс,549,2 года 3 месяца,"Обеспечение и контроль технологии производства огурцов и рассады перца, томатов ,баклажан в теплицах."
Агроном тепличного комплекса,549,1 год 1 месяц,Организация и контроль выращивания огурцов и томатов в теплице
Главный инженер,550,4 года 5 месяцев,"Ведение документации по ремонту и ТО с/х техники и автомобилей, контроль и обеспечение ремонта техники. Контроль и учет расхода ГСМ."
Главный инженер,550,1 год 1 месяц,"Ведение документации по ремонту и ТО с/х техники и автомобилей, контроль и обеспечение ремонта техники. Контроль и учет расхода ГСМ."
Главный инженер,550,12 лет 2 месяца,"Ведение документации по ремонту и ТО с/х техники и автомобилей, контроль и обеспечение ремонта техники. Контроль и учет расхода ГСМ."
ветеринарный врач,551,2 года 5 месяцев,"организация и проведение противоэпизоотических мероприятий, ухода и лечения;

терапевтическое лечение и консультация по вопросам лечения и содержания животных;

имеются навыки проведения всех видов инъекций, установки капельниц, дренажных систем и катетеров, а также фиксации животных; 

гигиена и кормление животных;

ведение ветеринарной и зоотехнической документации;

проведение массовых вакцинаций;

лабораторные исследования кормов, в т. ч. на токсичность;"
Контролер- упаковщик,551,3 года 4 месяца,"	приём,  учёт и лекарственных препаратов на складе;

	контроль сборки заказов по накладным для аптек;"
ветеринарный фельдшер,551,7 лет 8 месяцев,"	консультации по вопросам лечения и воспроизводства животных, соответствующего содержания и кормления животных согласно зоогигиеническим требованиям

	осмотр животных и диагностирование их болезней и повреждений

	контроль за проведением владельцами животных обязательных лечебно-профилактических мероприятий в сроки, определенные инструкциями, наставлениями, рекомендациями по содержанию животных

	терапевтическое и хирургическое лечение животных

	ветеринарное обслуживание крупного рогатого скота и мелких домашних животных

	проведение ВетСанЭкспертизы мяса на убойном пункте

	документооборот, оформление ветеринарных документов

	вакцинации"
Машинист автогрейдера 8 разряда,552,3 года 11 месяцев,"Управление автогрейдером ДЗ-98, ДЗ-122, Volvo G976, HBM-190. Работа с системой 3Д нивелирования. Отслеживание показаний контрольно-измерительных приборов, нормального режима работы двигателя, исправной работы механизмов управления. Разработка и перемещение грунтов различных категорий при разной глубине разработки, осуществлял послойную отсыпку насыпей, разработка выемок, отсыпка насыпей и планировка площадей по заданным профилям и отметкам. Заправка автогрейдера топливом, смазочными материалами и охлаждающей жидкостью. Устранение возникших во время работы на линии мелких эксплуатационных неисправностей подвижного состава, не требующих разборки механизмов

Работа вахтовым методом в Краснодарском крае 15/15

2012 г. получил почетную грамоту за высокие показатели в трудовой деятельности"
Машинист автогрейдера 6 разряда,552,16 лет 3 месяца,"В 1995 г на работу был принят машинистом катка, в процессе самостоятельно освоил автогрейдер и был переведен в 1997 г. машинистом автогрейдера 4 разряда. Продолжая совершенствовать свои навыки в 1999 г. присвоили 6 разряд. 

Основные обязанности - подготовка основания под верхний слой щебня, асфальта. Планировка дорожной поверхности. Работа по высотникам. Осуществлял ремонт и ТО грейдера. 



2007 г.  получил почетную грамоту от ДСУ-3

2008 г награжден нагрудным знаком ""Лучший по профессии""

2009 г. получил почетную грамоту от Министерства регионального развития за многолетний добросовестный труд, успешное выполнение производственных заданий."
Механизатор,552,6 месяцев,Полевые работы
Механизатор,552,6 месяцев,"ПОлевые работы, уволен в связи с призывом в ряды Советской Армии"
Специалист направления ветеринарно-санитарной экспертизы,553,1 год 4 месяца,"Работа в микробиологической лаборатории 3-4 степени патогенности 
Проведение бактериологических посевов , подтверждение результатов пцр анализа классическим методом ( сальмонелла , листерия) , идентификация микроорганизмов , работа с масс-спектрометром.
Варка питательных сред и их контроль( имеется сертификат ) 
Обнаружение остаточного содержания препаратов с помощью принципов иммуноферментного анализа с использованием технологии матричных биочипов. 


Также пройдено обучение и получен диплом по бактериологии ( 144ч) 
И по работе в лаборатории 3-4 степени патогенности"
Врач общей практики ,553,8 месяцев,"Приём пациентов , постановка диагнозов , назначение лечения"
Санитарка( палатная),553,1 год 1 месяц,"Уход за пациентами в реанимации , контроль качества дезинфицирующий растворов , помощь медсёстрам в их работе 
С марта по июнь по просьбе работодателя переведена в ковидное отделение ( реанимацию )"
Ассистент ветеринарного врача ( стажёр),553,4 месяца,"Помощь врачу на приеме ( терапия ) , работа с животными в стационаре ."
Ветеринарный врач,554,19 лет 4 месяца,"Диагностика,лечение и профилактика заболеваний животных.Проведение лечебно-профилактических мероприятий(Вакцинации,взятие крови,ректальные исследования и т.д.).Ветеринарная документация.Работа с ветаптеками г.Омска(Приём заявок из структурных подразделений АПК,поиск медикаментов)"
Машинист бульдозера,555,8 лет 8 месяцев,"Работа на импортной технике- бульдозер, мульчер. Обслуживание, ремонт техники. Очистка электролиний от насаждений. Также работа в карьере. Погрузка гравий. Песок. 6 разряд. "
Водитель,555,2 года 2 месяца,"Работа на автомобили ISUZU 5 т. Доставка продукции до г. Благовещенск, Свободный, Тында. Сковородино, Зея, Хабаровск.Чита, Иркутск."
Машинист бульдозерист,555,1 год 11 месяцев,"Работал  т-20, кат -6.

Планировка грунта, отсыпка дамб, зачистка откосов.вскрытие грунта. Работа в карьере. Работа вахтовым методом."
Машинист бульдозерист,555,4 года 2 месяца,"Золото добывающее предприятие, выполнял в ""вскрышу"", подача грунта  на ""стол"".Отсыпка дамб. Работа сезонно."
Заведующий производством,556,13 лет 2 месяца,"Контроль технологических процессов. Расчёт кормовых рационов. Подбор персонала . Мониторинг работы специалистов. Расчёты и контроль за  увеличением качества и количества продукции. Подбор и покупка племенного поголовья КРС.

имею награждение от министерства сельского хозяйства за достижение наивысших показателей на фуражную корову и увеличение валового надоя среди заведующих производственными подразделениями Краснодарского края ."
Зоотехник,556,2 года 10 месяцев,Контроль технологических процессов. Расчёт кормовых рационов.
Зоотехник,556,1 год 1 месяц,Контроль технологических процессов. Расчёт кормовых рационов.
Стажер-начальник участка,557,1 месяц,Соблюдение СОП
Аппаратчик мыловарения 4 разряда,557,7 месяцев,Подготовка и работа на ВСУ.
зоотехник фуражир,557,2 месяца,слежение за процессом кормление животных
Кладовщик неофициально,557,10 месяцев,"Принятие живых свинье после транспортировки, выбор и становление категории полутуши, затем охлаждение полутуш для отправки на московские точки."
Главный инженер,558,2 года,"Контроль, организация, эксплуатация и ремонт С/Х техники. Ведение технической документации по ТО, плановому и внеплановому ремонту техники, обеспечение запасными частями."
Менеджер по снабжению,558,1 год 10 месяцев,"Обеспечение сервиса запасными частями, инструментом, оборудованием. Привлечением новых клиентов. составление технической документации по ремонту и обслуживанию техники."
Мастер-наладчик,558,1 год 6 месяцев,"Выполнение предпродажной подготовки с/х техники, гарантийный ремонт, проведение технического обслуживания, отслеживание время проведения ТО, составление заказ-нарядов, актов выполненных работ, гарантийных актов."
Механик,558,3 года 8 месяцев,"Обеспечение автомобильного парка - ГСМ, запчастями; ведение отчетных документов, составление сезонного плана ремонта. Аналогично машинно-тракторного парка."
Технолог пищевого производства,559,1 год 11 месяцев,"Обязанности.

* Осуществление работ в питомниках и маточно-сортовом саду.

* Ведение мероприятий по борьбе с сорняками, вредителями плодовых культур, внесению удобрений.

* Контроль работ по сбору, отгрузке и переработке собранного урожая.

* Составление отчётности.



Приобретён производственный опыт.

* Внедрения эффективных методов работы с маточниками.

* Реализации транспортировки и переработки собранного урожая.

* Управленческой деятельности в области пищевого производства."
Агроном,559,2 года 5 месяцев,"Обязанности.

* Организация работ по подготовке почвы к посадке плодовых культур.

* Контроль работ по выращиванию и уходу за плодовыми культурами.

* Ведение мероприятий по борьбе с сорняками, вредителями плодовых культур, внесению удобрений.

* Составление отчётности.



Приобретён производственный опыт.

* Возделывания плодовых культур в почвенно-климатических условиях зоне рискованного земледелия.

* Подготовки нормативной документации."
Лабораторный техник,559,1 год 7 месяцев,"Обязанности.

* Возделывание растительных культур.

* Гидрометеорологические наблюдения.

* Научно-исследовательская и полевая работа.



Приобретён производственный опыт.

* Разработки и возделывания технических растительных культур.

* Применения способов обработки почвы, защиты растений, внесения удобрений.

* Ведения научно-исследовательской деятельности в области растениеводства и обработки с/х продукции."
Монтажник,560,7 месяцев,"Протяжка проводов, подключения оборудывания противопожарной безопасности , оборудования беопасности (видео камера , датчики)"
Техник,560,5 лет 1 месяц,"Обслуживал компанию связной , Определение поломки техники , замена комплектуюших запчастей , установка операционной системы . 4 месяца работал в биллайне протяжка линии шпд подключение абонентов по заявке"
Монтажник,560,5 месяцев,"Протяжка линии и подключения к оборудованию ,настройка работоспособности"
Механик по выпуску автотранспорта,561,2 года 6 месяцев,"Выпуск ТС на линию и осмотр по возвращению. Работа на персональном ПК. Составление текущей документации, работа с сервисными СТО. Оформление ДТП и т. д."
Механик по выпуску автотранспорта,561,3 года 2 месяца,"Выпуск ТС на линию, контроль технического состояния ТС, ведение документации, работа на ПК (XL. Word. Navission)."
Начальник автоколонны,561,2 месяца,Управление коллективом
Механик по транспорту,561,8 месяцев,"Контроль технического состояния автотранспортных средств, выпуск на линию и приём с линии. Планирование работы автотранспорта по графику "
Инженер-механик,561,25 лет 5 месяцев,"Руководитель среднего звена (отдел при руководстве). Начальник отдела опслуживающего персонала. Гос. закупки ФЗ - 44. Документооборот отдела. Выпуск транспортных средств на линию. Контроль работы водителей. Ремонт автотехники, ТО автомобилей, техосмотр, регистрация в ГИБДД. "
Помощник бурильщика,562,9 лет 6 месяцев,"водитель категорий B, C, D,  инженер-технолог ,механик по выпуску техники , оператор-машинист автомобильных кранов-манипуляторов (фискарс),машинист подьемника каротажной станции 6 разряда"
машинист подьёмника каротажной станции,562,2 года 2 месяца,см. должность
"водитель, машинист автомобильных кранов-манипуляторов 5-го разряда, диспетчер и механик по выпуску техники по совмещению",562,25 лет 7 месяцев,см. должность
"водитель, инженер-технолог",562,9 месяцев,Техническое обслуживание сельскохозяйственных машин
рядовой,562,2 года 2 месяца,Обслуживание лётных войск
Слесарь механосборочных работ 3 разряда,562,5 месяцев,Производство автомобилей
Мастер оросительных систем,563,9 лет 7 месяцев,"Установка и наладка систем орошения,устранение неисправностей.Реклама и предложение услуг фирмы."
Старший садовник,563,8 месяцев,Организация работ по озеленению территории.
Механик,564,1 год 4 месяца,"Обеспечение бесперебойной работы техники,ремонт,снабжение запасных частей."
Водитель,564,2 года 9 месяцев,Доставка документов и снабжение необходимым.
Мастер,564,1 год 2 месяца,Контроль за линией по переработке риса.
Машинист экскаватора-погрузчика,565,11 лет 2 месяца,"Планировка территории, копка траншей, кабельных сетей, погрузка и транспортировка мусора и грунта, рытье котлованов ,траншей.Погрузка машин,планировка грунта.обслуживание техники отсыпка дорог откосы подготовка подьездных путей для машин"
Машинист МТЗ-82.1,565,1 год 8 месяцев,"уборка улиц на Машинист МТЗ-82.1, затем на фронтальном погрузчике Амкадор"
Тракторист 6 разряда,565,7 лет 6 месяцев,"уборка территории от снега и грязи. 

Уволен в порядке перевода в ООО Уют-НН, затем принят в порядке перевода трактористом в ООО Караваиха"
Тракторист,565,1 год 9 месяцев,"обрабатывание почвы, вспашка, силосование"
Тракторист,565,13 лет 7 месяцев,Организация была реорганизована в СПК Новопокровское.
"Водитель самосвала,машинист автокрана 7 разряда",566,2 года 7 месяцев,"Обслуживание,ремонт и эксплуатация ввереной техники,устроился водителем самосвала,вскоре был переведен в машиниста автокрана 5 разряда,спустя некоторое время был присвоен 7 разряд машиниста автокрана"
Машинист сварочной установки LIBHEER SR 712 BM,566,4 года 3 месяца,"Обслуживание и ремонт ввереной техники,а так же выполнение работ на площадках организации"
"Слесарь по ремонту бульдозеров,в дальнейшем переведен в машиниста бульдозера марки т-170",566,1 год,"Ремонт бульдозеров, немного работал машинистом, в дальнейшем исполнял обязанности механика во 2 смене,организация ремонта техники на линии и в мастерской"
Механизатор,566,5 лет 10 месяцев,"Обслуживание, ремонт,выполнение работ.
Начинал с мтз 80,через 10 мес и до окончания трудовой деятельности в этом предприятии работал на к 700"
Машинист погрузчика,567,4 года 1 месяц,"Погрузка овощной культуры на поддонах, биг бегах, расстановка контейнеров с продукцией согласно схеме,работа на телескопических погрузчиках с навесным оборудованием."
Водитель с ДОПОГ,568,3 года 10 месяцев,Перевозка нефти
"Водитель A,B,C,D,CE/",568,5 месяцев,"Переврзка грузов на КАМАЗ 6520   , Перевозка людей на УРАЛ (Вахтовка)"
Кладовщик,568,5 месяцев,"Принятие тмц , отгрузка тмц , выдача тмц."
Техник-контролер,568,1 год 3 месяца,"Прием клиента на пункте технического осмотра , проведение техосмотра , выявление неисправностей если оные присутсвуют , принятие решения о исправности \не исправности ТС , выдча Диагностической карты с результатом осмотра ."
Механик по ремонту и эксплуатации автотранспорта,568,1 год 2 месяца,"Отслеживание состояния автотранспорта , ведение табелей , выдача путевых листов и сопутствующей документации"
агроном бригады,569,1 год 7 месяцев,"полеводство, мониторинг состояния посевов, проведение обработок растений СЗР"
агроном бригады,569,2 месяца,"полеводство, мониторинг состояния посевов, проведение обработок растений СЗР"
агроном бригады,569,4 месяца,"полеводство, мониторинг состояния посевов, проведение обработок растений СЗР"
Агроном по защите растений,569,1 год 5 месяцев,"полеводство, мониторинг состояния посевов, проведение обработок растений СЗР, работа с документацией, проведение отбора семенного материала, проведение протравливания  семенного материала."
агроном бригады,569,2 года 10 месяцев,"полеводство, мониторинг состояния посевов, проведение обработок растений СЗР"
Механизатор,570,2 года 5 месяцев,Работа по уборке урожая. А также транспортировка различных грузов
Главный инженер,571,4 месяца,"обеспечение стабильной работы и своевременного ремонта приборов и машин, задействуемых в производстве; - осуществление профилактических осмотров соответствующих фондов, планирования данных мероприятий, контроля над их выполнением; - организация работы с подрядчиками, выполняющими вспомогательную или ведущую функцию в обеспечении стабильной работы оборудования на производстве, а также в проведении его ремонта; - осуществление руководства персоналом, занимающимся обслуживанием оборудования и организацией сопутствующего документооборота; - разработка необходимых нормативных источников, связанных с эксплуатацией, профилактикой и ремонтом оборудования на предприятии."
Главный механик,571,4 месяца,"обеспечение стабильной работы и своевременного ремонта приборов и машин, задействуемых в производстве; - осуществление профилактических осмотров соответствующих фондов, планирования данных мероприятий, контроля над их выполнением; - организация работы с подрядчиками, выполняющими вспомогательную или ведущую функцию в обеспечении стабильной работы оборудования на производстве, а также в проведении его ремонта; - осуществление руководства персоналом, занимающимся обслуживанием оборудования и организацией сопутствующего документооборота; - разработка необходимых нормативных источников, связанных с эксплуатацией, профилактикой и ремонтом оборудования на предприятии."
Механик по ремонту и выпуску автотранспорта на линию.,571,5 месяцев,Исполняющий обязанности главного механика.
Главный инженер,571,4 года 9 месяцев,"Плановый и не плановый ремонт .Составление плановых ТО,  прохождение техосмотров.Поставка и снятие с учёта."
Руководитель хозяйства,571,5 лет 2 месяца,".Индивидуальный предприниматель "" Глава крестьянского ( фермерского ) хозяйства"" .                                                      

1. Руководитель хозяйства .                                                  2. Видение и развитие хозяйства.                                        

3. Увеличение поголовья крупно рогатого скота.                      4. Увеличение посевных и пастбищных площадей.             5. Видение встреч с департаментом аграрной политики.  6. Контроль за проведением работ личным составом. Работа с с/х техникой : Все виды МТЗ ; Т-150; К- 701; Кейс-500; Джон дир, Посевной комплекс гаспардо . Все рабочие органы предпосадочной подготовки почвы."
торговый представитель,571,8 месяцев,"Проведение переговоров с потенциальными покупателями,заключение договоров купли-продажи(поставки),продвижение продукции компании в торговых точках,своевременное обеспечение постоянных клиентов,ведение отчетности по продажам,планирование ежедневных маршрутов, развитие клиентской базы,контроль дебиторской задолженность: Обучение новых сотрудников."
Торговый представитель,571,3 месяца,"Проведение переговоров с потенциальными покупателями,заключение договоров купли-продажи(поставки),продвижение продукции компании в торговых точках,своевременное обеспечение постоянных клиентов,ведение отчетности по продажам,планирование ежедневных маршрутов, развитие клиентской базы,контроль дебиторской задолженность: Обучение новых сотрудников."
Главный ветеринарный врач,572,5 лет 3 месяца,"Руководство ветеринарной службой свинокомплекса, обеспечение соблюдения правил безопасности и т.д."
Ветеринарный врач,572,2 года 8 месяцев,"Контроль проведения лечебно-профилактических мероприятий, работа с ветеринарной документацией (заполнение журналов, подготовка ежемесячного отчета, создание заявок в ГИС Меркурий), закупка и списание ветеринарных препаратов и расходного материала и т.д."
Санитар-ортопед,572,3 месяца,Обрезка и лечение заболеваний копытец у КРС.
Механизатор-комбайнер,573,1 год 3 месяца,"Работа в поле, обслуживание техники"
Механизатор,573,3 месяца,СЗР
Механизатор,573,2 года 2 месяца,"Пред посевная обработка почвы, после уборочная обработка почвы"
Тракторист,573,2 года 4 месяца,"Погрузка разгрузка картофеля(удобрений) в сажалку на тракторе Т-150К, подвоз воды на обработку картофеля! Обработка земли, баронованием"
Старщий инспектор,574,4 года 5 месяцев,"Контроль и проверка правильного использования импортной техники, по обеспечению с опытными механизаторами. 
Ежегодный технический осмотр сельскохозяйственной и мелиоративной техники, а также оборудования машинотракторных парков, мастерских и сервисных пунктов.
Соблюдение правил эксплуатации, ремонта, хранения и списания сельскохозяйственной и мелиоративной техники, оборудования.
Подготовка заключения о невозможности эксплуатации и восстановления сельскохозяйственной и мелиоративной техники, оборудования, в том числе пришедших в негодность до истечения амортизационных сроков вследствие аварий или стихийных бедствий."
"""Гостехнадзор"" Наманганской области",574,5 лет 5 месяцев,"Контроль и проверка правильного использования импортной техники, по обеспечению с опытными механизаторами. 
Ежегодный технический осмотр сельскохозяйственной и мелиоративной техники, а также оборудования машинотракторных парков, мастерских и сервисных пунктов.
Соблюдение правил эксплуатации, ремонта, хранения и списания сельскохозяйственной и мелиоративной техники, оборудования.
Подготовка заключения о невозможности эксплуатации и восстановления сельскохозяйственной и мелиоративной техники, оборудования, в том числе пришедших в негодность до истечения амортизационных сроков вследствие аварий или стихийных бедствий."
Ведущий инженер участка механизации животноводческого комплекса,574,1 год 1 месяц,"Организовать правильную трудовую деятельность слесарей.

Проведение инструктажа по техники безопасности слесарям в рабочем месте.

Обеспечение бесперебойной работы всего оборудования (доильные аппараты, танк хранение молока, корма дробилка,  навоза удаление) комплекса.

Заявка запасных частей.

Проведение сервисного обслуживания оборудование.

Учёт работы слесарей по итогу ежедневной работы и сдача в бухгалтерию"
Ведущий специалист,574,2 года 3 месяца,"Контроль и проверка правильного использования импортной техники, по обеспечению с опытными механизаторами. 

Ежегодный технический осмотр сельскохозяйственной и мелиоративной техники, а также оборудования машинотракторных парков, мастерских и сервисных пунктов.

Соблюдение правил эксплуатации, ремонта, хранения и списания сельскохозяйственной и мелиоративной техники, оборудования.

Подготовка заключения о невозможности эксплуатации и восстановления сельскохозяйственной и мелиоративной техники, оборудования, в том числе пришедших в негодность до истечения амортизационных сроков вследствие аварий или стихийных бедствий."
Заместитель начальника инспекции,574,2 года 3 месяца,"Организация трудовой деятельности инспекции и контроля дисциплин сотрудников,  своевременное  выполнение исполнения корреспонденции.

Подготовка и представление органам и координационному совету  графика плановой проверки  субъектов под контрольных инспекции.

Контроль и подготовка отчетов высшестоящим органам и начальству по следующим направлениям;

 Регистрация, выдача государственных номерных знаков и технических паспортов тракторов, тракторных прицепов, строительно-дорожной и мелиоративной техники, самоходных машин, а также удостоверений о свидетельствовании сельскохозяйственных машин.

Ежегодный технический осмотр сельскохозяйственной и мелиоративной техники, а также оборудования машина-тракторных парков, мастерских и сервисных пунктов.

Соблюдение правил эксплуатации, ремонта, хранения и списания сельскохозяйственной и мелиоративной техники, оборудования.

Подготовка предложений и содействие распространению передового опыта в части вопросов повышения технической готовности, улучшения эксплуатации и ремонта сельскохозяйственной и мелиоративной техники, оборудования.

Предписания в случае выявления нарушений правил эксплуатации, хранения, списания, ремонта и сервиса сельскохозяйственной и мелиоративной техники, оборудования, с последующим принятием соответствующих мер в установленном законодательном порядке.

Приём экзамена на выдачу удостоверения тракториста-машиниста.

Заключения о невозможности эксплуатации и восстановления сельскохозяйственной и мелиоративной техники, оборудования, в том числе пришедших в негодность до истечения амортизационных сроков вследствие аварий или стихийных бедствий.

Проведение обследований производственных объектов, машинотракторных парков, мастерских и сервисных пунктов для оценки технического состояние и соблюдения эксплуатации, хранения, ремонта и списания сельскохозяйственной и мелиоративной техники, оборудования.

Обобщение, по заявкам потребителей, качественные показатели сельскохозяйственной и мелиоративной техники, оборудования и запасных частей перед отгрузкой"
